slot,property,sample_type,value
chem_administration,description,sediment,List of chemical compounds administered to the host or site where sampling occurred and when (e.g. Antibiotics n fertilizer air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163) http://purl.bioontology.org/ontology/chebi
chem_administration,description,terraform,List of chemical compounds administered to the host or site where sampling occurred and when (e.g. Antibiotics n fertilizer air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163) http://purl.bioontology.org/ontology/chebi
chem_administration,description,monet-soil,List of chemical compounds administered to the host or site where sampling occurred and when (e.g. Antibiotics n fertilizer air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163) http://purl.bioontology.org/ontology/chebi
chem_administration,description,plant,List of chemical compounds administered to the host or site where sampling occurred and when (e.g. Antibiotics n fertilizer air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163) http://purl.bioontology.org/ontology/chebi
chem_administration,type,field-deployed-terraform,string
chem_administration,type,other-undescribed,string
chem_administration,type,soil,string
chem_administration,type,water,string
chem_administration,type,aerosol,string
chem_administration,type,aerosol-arm,string
chem_administration,type,pure-culture,string
chem_administration,type,culture-environmental,string
chem_administration,type,mixed-culture,string
chem_administration,type,sediment,string
chem_administration,type,terraform,string
chem_administration,type,monet-soil,string
chem_administration,type,plant,string
chem_mutagen,title,other-undescribed,chemical mutagen
chem_mutagen,title,plant,chemical mutagen
chem_mutagen,description,other-undescribed,Treatment involving use of mutagens; should include the name of mutagen amount administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple mutagen regimens
chem_mutagen,description,plant,Treatment involving use of mutagens; should include the name of mutagen amount administered treatment regimen including how many times the treatment was repeated how long each treatment lasted and the start and end time of the entire treatment; can include multiple mutagen regimens
chem_mutagen,type,other-undescribed,string
chem_mutagen,type,plant,string
chem_oxygen_dem,title,other-undescribed,chemical oxygen deman
chem_oxygen_dem,description,other-undescribed,a measure of the relative oxygen-depletion effect of a waste contaminant
chem_oxygen_dem,type,other-undescribed,string
chloride,title,other-undescribed,chloride
chloride,title,water,chloride
chloride,title,sediment,chloride concentration
chloride,description,other-undescribed,Concentration of chloride in the sample
chloride,description,water,Concentration of chloride in the sample (Unit: mg/L or ppm)
chloride,description,sediment,Concentration of chloride in the sample (Unit: mg/L or ppm)
chloride,type,other-undescribed,string
chloride,type,water,string
chloride,type,sediment,string
chlorophyll,title,other-undescribed,chlorophyll
chlorophyll,title,water,chlorophyll
chlorophyll,title,sediment,chlorophyll concentration
chlorophyll,description,other-undescribed,Concentration of chlorophyll
chlorophyll,description,water,Concentration of chlorophyll (Unit: mg/m3 or ug/L)
chlorophyll,description,sediment,Concentration of chlorophyll (Unit: mg/m3 or ug/L)
chlorophyll,type,other-undescribed,string
chlorophyll,type,water,string
chlorophyll,type,sediment,string
collection_date,title,field-deployed-terraform,collection date
collection_date,title,other-undescribed,collection date
collection_date,title,soil,collection date
collection_date,title,water,collection date
collection_date,title,aerosol,collection date
collection_date,title,aerosol-arm,collection date
collection_date,title,pure-culture,collection date
collection_date,title,culture-environmental,collection date
collection_date,title,commercially-purchased,collection date
collection_date,title,mixed-culture,collection date
collection_date,title,sediment,collection date
collection_date,title,terraform,collection date
collection_date,title,synthesized-material,collection date
collection_date,title,monet-soil,collection date
collection_date,title,engineered-strain,collection date
collection_date,title,plant,collection date
collection_date,description,field-deployed-terraform,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,other-undescribed,The date of sampling either as an instance (single point) or interval. For commercially purchased samples this will be the purchase date. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,soil,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,water,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,aerosol,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,aerosol-arm,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,pure-culture,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,culture-environmental,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,commercially-purchased,The date of sampling as an instance. Format: YYYY-MM-DD. Also valid if entire collection date is unknown is just year (YYYY) or just year and month (YYYY-MM)
collection_date,description,mixed-culture,The date of sampling either as an instance (single point) or interval. For commercially purchased samples this will be the purchase date.
