slot,property,value,sample_type_count,sample_types,primary_or_modification
diss_inorg_nitro,description,Concentration of dissolved inorganic nitrogen,1,other-undescribed,primary
diss_inorg_nitro,description,Concentration of dissolved inorganic nitrogen. (Unit: ug/L or umol/L),1,water,modification
diss_inorg_nitro,pattern,^\d+(\.\d+)?\s*(umol/L|ug/L)$,1,water,modification
diss_inorg_nitro,title,dissolved inorganic nitrogen,2,"other-undescribed, water",primary
diss_inorg_nitro,type,string,2,"other-undescribed, water",primary
diss_inorg_phosp,description,Concentration of dissolved inorganic phosphorus in the sample,1,other-undescribed,primary
diss_inorg_phosp,description,Concentration of dissolved inorganic phosphorus in the sample. Provide value and unit any unit is valid.,1,water,modification
diss_inorg_phosp,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,water,modification
diss_inorg_phosp,title,dissolved inorganic phosphate,2,"other-undescribed, water",primary
diss_inorg_phosp,type,string,2,"other-undescribed, water",primary
diss_org_carb,description,Concentration of dissolved organic carbon in the sample liquid portion of the sample or aqueous phase of the fluid,1,other-undescribed,modification
diss_org_carb,description,Concentration of dissolved organic carbon in the sample liquid portion of the sample or aqueous phase of the fluid. (Unit:  umol/L or mg/L),2,"water, sediment",primary
diss_org_carb,pattern,^\d+(\.\d+)?\s*(umol/L|mg/L)$,2,"water, sediment",primary
diss_org_carb,title,dissolved organic carbon,2,"other-undescribed, water",primary
diss_org_carb,title,dissolved organic carbon concentration,1,sediment,modification
diss_org_carb,type,string,3,"other-undescribed, water, sediment",primary
diss_org_nitro,description,Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2,1,other-undescribed,modification
diss_org_nitro,description,Dissolved organic nitrogen concentration measured as; total dissolved nitrogen - NH4 - NO3 - NO2. Provide value and unit any unit is valid,2,"water, sediment",primary
diss_org_nitro,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,2,"water, sediment",primary
diss_org_nitro,title,dissolved organic nitrogen,2,"other-undescribed, water",primary
diss_org_nitro,title,dissolved organic nitrogen concentration,1,sediment,modification
diss_org_nitro,type,string,3,"other-undescribed, water, sediment",primary
diss_oxygen,description,Concentration of dissolved oxygen,1,other-undescribed,modification
diss_oxygen,description,Concentration of dissolved oxygen. (Unit: umol/kg or mg/L),2,"water, sediment",primary
diss_oxygen,pattern,^\d+(\.\d+)?\s*(umol/kg|mg/L)$,2,"water, sediment",primary
diss_oxygen,title,dissolved oxygen,2,"other-undescribed, water",primary
diss_oxygen,title,dissolved oxygen concentration,1,sediment,modification
diss_oxygen,type,string,3,"other-undescribed, water, sediment",primary
donor_organism,description,Provide the scientific name (genus and species) of the organism from which the construct component was first described or obtained. You may enter 'synthetic' if relevant.,1,engineered-strain,primary
donor_organism,title,donor organism,1,engineered-strain,primary
donor_organism,type,string,1,engineered-strain,primary
down_par,description,Visible waveband radiance and irradiance measurements in the water column,1,other-undescribed,primary
down_par,description,Visible waveband radiance and irradiance measurements in the water column. Provide value and unit any unit is valid.,1,water,modification
down_par,pattern,^\d+(\.\d+)?\s*[\w\s/]+$,1,water,modification
down_par,title,downward PAR,2,"other-undescribed, water",primary
down_par,type,string,2,"other-undescribed, water",primary
drainage_class,description,Drainage classification from a standard system such as the USDA system,3,"other-undescribed, soil, monet-soil",primary
drainage_class,enum,Excessively_Drained|Moderately_Well|Poorly|Somewhat_Poorly|Very_Poorly|Well,2,"soil, monet-soil",primary
drainage_class,title,drainage class,3,"other-undescribed, soil, monet-soil",primary
drainage_class,type,string,3,"other-undescribed, soil, monet-soil",primary
ecoregion,description,Areas where ecosystems (and the type quality and quantity of environmental resources) are generally similar. A map of these regions can be found at https://www.neonscience.org/field-sites/about-field-sites. This field is NOT multivalued. Valid entries: Northeast Mid Atlantic Southeast Atlantic Neotropical Great Lakes Prairie Peninsula Appalachians / Cumberland Plateau Ozarks Complex Northern Plains Central Plains Southern Plains Northern Rockies Southern Rockies/ Colorado Plateau Desert Southwest Great Basin Pacific Northwest Pacific Southwest Tundra Taiga Pacific Tropical,1,monet-soil,primary
ecoregion,enum,Northeast|Mid Atlantic|Southeast|Atlantic Neotropical|Great Lakes|Prairie Peninsula|Appalachians / Cumberland Plateau|Ozarks Complex|Northern Plains|Central Plains|Southern Plains|Northern Rockies|Southern Rockies/ Colorado Plateau|Desert Southwest|Great Basin|Pacific Northwest|Pacific Southwest|Tundra|Taiga|Pacific Tropical,1,monet-soil,primary
ecoregion,title,ecoregion,1,monet-soil,primary
ecoregion,type,string,1,monet-soil,primary
efficiency_percent,description,percentage of volatile solids removed from the anaerobic digestor,1,other-undescribed,primary
efficiency_percent,title,efficiency percent,1,other-undescribed,primary
efficiency_percent,type,string,1,other-undescribed,primary
elev,description,Elevation of the sampling site is its height above a fixed reference point most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface. (Unit: m).,10,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, culture-environmental, sediment, monet-soil, plant",primary
elev,pattern,^\d+(\.\d+)?\s*m$,10,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, culture-environmental, sediment, monet-soil, plant",primary
elev,title,elevation,10,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, culture-environmental, sediment, monet-soil, plant",primary
elev,type,string,10,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, culture-environmental, sediment, monet-soil, plant",primary
emulsions,description,amount or concentration of substances such as paints adhesives mayonnaise hair colorants emulsified oils etc.; can include multiple emulsion types,1,other-undescribed,primary
emulsions,title,emulsions,1,other-undescribed,primary
emulsions,type,string,1,other-undescribed,primary
encoded_traits,description,Should include key traits like antibiotic resistance or xenobiotic degradation phenotypes for plasmids converting genes for phage,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
encoded_traits,title,encoded traits,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
encoded_traits,type,string,6,"field-deployed-terraform, other-undescribed, pure-culture, culture-environmental, mixed-culture, terraform",primary
env_broad_scale,description,Report the major environmental system the sample or specimen came from. The system identified should have a coarse spatial grain to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvO s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS,1,aerosol,modification
env_broad_scale,description,Report the major environmental system the sample or specimen came from. The system identified should have a coarse spatial grain to provide the general environmental context of where the sampling was done (e.g. in the desert or a rainforest). We recommend using subclasses of EnvO's biome class: http://purl.obolibrary.org/obo/ENVO_00000428. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS,7,"field-deployed-terraform, soil, water, aerosol-arm, sediment, monet-soil, plant",primary
env_broad_scale,description,Report which major environmental system your sample or specimen came from. The systems identified should have a coarse spatial grain to provide the general environmental context of where the sampling was done (e.g. were you in the desert or a rainforest?). We recommend using subclasses of ENVO's biome class: http://purl.obolibrary.org/obo/ENVO_00000428.,1,other-undescribed,modification
env_broad_scale,pattern,^_*\s*[a-zA-Z\s\-]+\[ENVO:\d+\]$,1,monet-soil,modification
env_broad_scale,pattern,^_*\s*[a-zA-Z\s]+\[ENVO:\d+\]$,8,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, sediment, plant",primary
env_broad_scale,title,broad-scale environmental context,8,"field-deployed-terraform, other-undescribed, soil, water, aerosol-arm, sediment, monet-soil, plant",primary
env_broad_scale,title,environmental broad scale,1,aerosol,modification
env_broad_scale,type,string,9,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, sediment, monet-soil, plant",primary
env_local_scale,description,Report the entity which are in the sample or specimen's local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms such as anatomical sites from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS.,1,other-undescribed,modification
env_local_scale,description,Report the entity which are in your sample or specimens local vicinity and which you believe have significant causal influences on your sample or specimen. Please use terms that are present in ENVO and which are of smaller spatial grain than your entry for env_broad_scale.If needed request new terms on the ENVO tracker identified here: http://www.obofoundry.org/ontology/envo.html,8,"field-deployed-terraform, soil, water, aerosol, aerosol-arm, sediment, monet-soil, plant",primary
env_local_scale,pattern,^_*\s*[a-zA-Z\s\-]+\[ENVO:\d+\]$,1,monet-soil,modification
env_local_scale,pattern,^_*\s*[a-zA-Z\s]+\[ENVO:\d+\]$,8,"field-deployed-terraform, other-undescribed, soil, water, aerosol, aerosol-arm, sediment, plant",primary
env_local_scale,title,environmental local scale,1,aerosol,modification
env_local_scale,title,local environmental context,8,"field-deployed-terraform, other-undescribed, soil, water, aerosol-arm, sediment, monet-soil, plant",primary
